Published_date,Bid_closing_date,Tender_opening_date,Title,Organisation,Value
28-Aug-2023 01:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[G I FLANGE] [3/PE230196/7][2023_UCIL_165638_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
28-Aug-2023 01:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[LUB OIL] [3/PE230480/8][2023_UCIL_165620_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
28-Aug-2023 01:00 PM,18-Sep-2023 02:00 PM,19-Sep-2023 02:00 PM,[HIRING OF AGENCY FOR MAINTENANCE SUPPORT OF IGGL SAP SYSTEM ] [IGGL-100052][2023_IGGL_165901_1],Indradhanush Gas Grid Limited||Contract and Procurement,NA
28-Aug-2023 01:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[SPARES FOR PUMP] [3/PE230164/7][2023_UCIL_165610_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
28-Aug-2023 01:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[G I FLANGE] [3/PE230195/7][2023_UCIL_165728_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
28-Aug-2023 01:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[HOLDER FOR BOOMER] [3/PE230608/1][2023_UCIL_165630_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
28-Aug-2023 01:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[G I FLANGE] [3/PE230195/7][2023_UCIL_165728_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
28-Aug-2023 01:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[ANULON GUIDE SHOE] [3/PE230509/1][2023_UCIL_165585_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
28-Aug-2023 01:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[U J CROSS BEARING] [3/PE230436/8][2023_UCIL_165538_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
28-Aug-2023 12:55 PM,11-Sep-2023 11:00 AM,12-Sep-2023 11:30 AM,[Rate Contract for 2023-24] [IGIB/RC/2023-24/CR/04/A][2023_CSIR_165907_1],Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||Purchase-IGIB - CSIR,NA
28-Aug-2023 12:55 PM,11-Sep-2023 11:00 AM,12-Sep-2023 11:30 AM,[Rate Contract for 2023-24] [IGIB/RC/2023-24/CR/17/A][2023_CSIR_165912_1],Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||Purchase-IGIB - CSIR,NA
28-Aug-2023 12:30 PM,13-Sep-2023 03:00 PM,15-Sep-2023 02:00 PM,"[SITC of Free Cooling systems for different BTS sites under B.A Kharagpur] [32/BSNL/ED/KGP/2023-24, Date 28.08.2023][2023_BSNL_165893_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||West Bengal Telecom Circle||CE (Electrical),"5,23,318"
28-Aug-2023 12:10 PM,11-Sep-2023 11:00 AM,12-Sep-2023 11:30 AM,[Rate Contract for 2023-24] [IGIB/RC/2023-24/PW/08/A][2023_CSIR_165896_1],Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||Purchase-IGIB - CSIR,NA
28-Aug-2023 11:00 AM,18-Sep-2023 02:00 PM,19-Sep-2023 03:00 PM,[Construction of various Civil works at NIA Jaipur] [WAP/CMU-II/NIA/Jaipur/2023/21][2023_WAPCO_165783_1],WAPCOS Limited||Centre for Planning and Development||River Development- CPD,"8,49,09,935"
28-Aug-2023 10:00 AM,18-Sep-2023 04:00 PM,19-Sep-2023 04:00 PM,[Hiring rigger services on call (per day basis) in Bongaigaon BA] [WX-9783/BGN/Tender /Rigger/2023-24/19 Dt. 26-08-23][2023_BSNL_165860_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Assam Telecom Circle Guwahati||GMTD, Bongaigaon","9,99,176"
28-Aug-2023 10:00 AM,18-Sep-2023 10:00 AM,19-Sep-2023 10:00 AM,[AMC of Lift 2023 24 (electrical work)] [ESD/2/12/2023][2023_CSIR_165224_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||ESD-IIP - CSIR,"1,58,120"
28-Aug-2023 09:55 AM,16-Sep-2023 01:00 PM,18-Sep-2023 03:30 PM,[WAP/ENVT/NSEZ/OMWSFS/2023/06] [WAP/ENVT/NSEZ/OMWSFS/2023/06][2023_WAPCO_165873_1],WAPCOS Limited||Centre for Environment and Construction Management||Environment Division - CECM,"1,22,24,007"
28-Aug-2023 09:00 AM,19-Sep-2023 02:00 PM,20-Sep-2023 03:00 PM,[Supply of Office and Computer Stationary Materials in CHAPRA OA] [GC-1056/Stationary/CHP/2023-24][2023_BSNL_165861_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur,"1,84,265"
28-Aug-2023 09:00 AM,20-Sep-2023 02:00 PM,21-Sep-2023 03:00 PM,[Supply of Office and Computer Stationary Materials in MOTIHARI OA] [GC-1057/Stationary/MTH/2023-24][2023_BSNL_165864_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur,"2,75,960"
26-Aug-2023 06:55 PM,15-Sep-2023 03:00 PM,16-Sep-2023 03:00 PM,[Job based work for Watch and Ward of BSNL Telecom Installations in Ratnagiri SSA] [KTD/TP-III/31/129-B/JOB RTG][2023_BSNL_165862_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Kolhapur","9,21,060"
26-Aug-2023 06:00 PM,23-Sep-2023 05:00 PM,25-Sep-2023 11:00 AM,"[Construction of Cement Concrete Paver Block Pavement for Guest House from Administrative Building end at Tuirial Hydro Power Station, Mizoram] [Tuirial HPS-05/2023][2023_NEEPC_165851_1]",North Eastern Electric Power Corporation Limited||Tuirial Hydro Electric Project-Mizoram - NEEPCO||DGM(Civil)-THEP - NEEPCO,NA
26-Aug-2023 06:00 PM,16-Sep-2023 06:00 PM,18-Sep-2023 10:00 AM,"[Execution of Earthwork in formation, Construction of Minor Bridges, Blanketing, P. Way linking works including supply of Track ballast, in connection with construction of Railway Infrastructure at Kotarlia Station, Proposed CKRU, CKRD lines excluding] [09/OT/22-23/RITES/PU BSP/NTPC-Lara][2023_RITES_165834_1]",RITES Ltd.||PU-Bilaspur - RITES,"19,82,02,686"
26-Aug-2023 05:55 PM,15-Sep-2023 03:00 PM,16-Sep-2023 03:00 PM,"[eTender for Job based work for Watch and Ward of BSNL Telecom Installations, Offices, Buildings, Store Depots and Premises in Kolhapur SSA] [KTD/TP-III/31/129-A/Job][2023_BSNL_165844_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Kolhapur","29,23,538"
26-Aug-2023 05:30 PM,19-Sep-2023 05:00 PM,20-Sep-2023 05:00 PM,"[License to operate Snack Bar facility inside SHA at New Terminal Building of Civil Airport, Jaisalmer] [AAI/JSM/Snackbar/SHA/2023][2023_AAI_165849_1]",Airports Authority of India||Northern Region - AAI||JAIPUR - AAI||ENGG ELECT-JAIPUR - AAI,"41,300"
26-Aug-2023 05:00 PM,16-Sep-2023 05:00 PM,18-Sep-2023 03:30 PM,[Construction of LHS in ] [731003/SECR/ROB/2023-24/267 dated 26.08.23 ][2023_NPCC_165855_1],National Projects Construction Corporation Limited||Eastern Zone (Kolkata) - NPCC,"32,11,56,590"
26-Aug-2023 05:00 PM,11-Sep-2023 04:00 PM,12-Sep-2023 04:00 PM,"[Operation and Comprehensive maintenance of ElectroMechanical Services at RMC DC, First Floor, RTTC Bldg Kanpur Road, Lucknow.] [24/TEDL/BSNL/2023-24, dated 24.08.2023][2023_BSNL_165856_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Lucknow,"32,25,694"
26-Aug-2023 05:00 PM,16-Sep-2023 05:00 PM,18-Sep-2023 03:30 PM,[Construction of LHS in ] [731003/SECR/ROB/2023-24/267 dated 26.08.23 ][2023_NPCC_165855_1],National Projects Construction Corporation Limited||Eastern Zone (Kolkata) - NPCC,"32,11,56,590"
26-Aug-2023 05:00 PM,11-Sep-2023 04:00 PM,12-Sep-2023 04:00 PM,"[Operation and Comprehensive maintenance of ElectroMechanical Services at RMC DC, First Floor, RTTC Bldg Kanpur Road, Lucknow.] [24/TEDL/BSNL/2023-24, dated 24.08.2023][2023_BSNL_165856_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Lucknow,"32,25,694"
26-Aug-2023 05:00 PM,11-Sep-2023 02:00 PM,12-Sep-2023 02:30 PM,"[Construction of one ROB at Dipka Market Level Crossing under Dipka Area of SECL, Distt. Korba , Chhattisgarh ] [08/OT/ 22-23/RITES/PU-BSP/SECL/ Dipka ROB ][2023_RITES_165820_1]",RITES Ltd.||PU-Bilaspur - RITES,"65,95,40,917"
26-Aug-2023 04:55 PM,16-Sep-2023 01:00 PM,18-Sep-2023 03:30 PM,[WAP/ENVT/NSEZ/OMHC/2023/04] [WAP/ENVT/NSEZ/OM-HC/2023/04][2023_WAPCO_165857_1],WAPCOS Limited||Centre for Environment and Construction Management||Environment Division - CECM,"2,43,70,921"
26-Aug-2023 04:35 PM,16-Sep-2023 01:00 PM,18-Sep-2023 03:30 PM,[WAP/ENVT/NSEZ/OMElect/2023/03] [WAP/ENVT/NSEZ/OMElect/2023/03][2023_WAPCO_165853_1],WAPCOS Limited||Centre for Environment and Construction Management||Environment Division - CECM,"1,82,51,428"
26-Aug-2023 04:30 PM,12-Sep-2023 06:00 PM,14-Sep-2023 03:30 PM,"[Routine Maintenance to staff quarters under jurisdiction of CSD- Kali Bari Type I,II,III,IV and V Qtrs at Kali Bari, Peshwa road, Teligraph Square and Dev Nagar etc., New Delhi. (SH- Day to Day civil maintenance of IInd quarter for Three Months) for ] [33/EE/BCD-I/ND/2023-24/268][2023_BSNL_165848_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||PCE Civil,"13,74,833"
26-Aug-2023 04:15 PM,23-Sep-2023 04:30 PM,25-Sep-2023 04:00 PM,"[Repair/ maintenance and face lifting of 132KV control room building at Konar sub-station, Maintenance of damaged boundary wall behind colony quarters at Koderma Sub-station and Maintenance of sewerage system including septic tank, inspection chamber] [DVC/Tender/Head Quarter/T AND D/CMM/00037][2023_DVC_165832_1]",Damodar Valley Corporation||Maithon - DVC||C and M,"33,85,179"
26-Aug-2023 04:15 PM,23-Sep-2023 11:00 AM,25-Sep-2023 12:00 PM,"[Construction of Service Road between Aena and Palsana from km 48.950 to 53.550 (LHS), Vanesha from km 57.700 to 58.050 (BHS), Nandida Village BHS from km 59.300 to 60.470 and Mandal Village LHS from km 101.800 to 102.300 on Hazira Port_ Surat_ Gujara] [NHAI/RO-GNR/Tender/2023/NH-53 ][2023_NHAI_165846_1]",National Highways Authority of India||RO-Gandhinagar - NHAI||Bharuch - NHAI,"7,68,00,000"
26-Aug-2023 04:00 PM,11-Sep-2023 04:00 PM,13-Sep-2023 04:00 PM,[Risk and Cost work for not attending defects of PACs SACs at TE Mauranipur and Lalitpur] [09/TED-KP/2023-24 dt.21.07.2023][2023_BSNL_165842_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Kanpur,"1,38,945"
26-Aug-2023 04:00 PM,11-Sep-2023 04:00 PM,13-Sep-2023 04:00 PM,[Providing SAC and EI in IQ at E10B Jhansi (SH S F LED fitting and Indoor unit).] [08/TED-KP/2023-24 dt.09.06.2023][2023_BSNL_165829_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Kanpur,"1,33,340"
26-Aug-2023 04:00 PM,11-Sep-2023 04:00 PM,13-Sep-2023 04:00 PM,[Risk and Cost work for not attending defects of PACs SACs at TE Mauranipur and Lalitpur] [09/TED-KP/2023-24 dt.21.07.2023][2023_BSNL_165842_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Kanpur,"1,38,945"
26-Aug-2023 03:55 PM,23-Sep-2023 04:00 PM,25-Sep-2023 04:00 PM,"[Miscellaneous repair and civil maintenance work including sanitary works, water supply maintenance works, aluminium work etc. at all Sub Stations and associated colony at Putki, Patherdih, Nimiaghat, Sindri, Biada, Dhanbad, Giridih ] [DVC/Tender/Head Quarter/T AND D/CMM/00036][2023_DVC_165830_1]",Damodar Valley Corporation||Maithon - DVC||C and M,"43,38,869"
26-Aug-2023 03:20 PM,16-Sep-2023 01:00 PM,18-Sep-2023 03:30 PM,[WAP/ENVT/NSEZ/OMHK/2023/05] [WAP/ENVT/NSEZ/OMHK/2023/05][2023_WAPCO_165836_1],WAPCOS Limited||Centre for Environment and Construction Management||Environment Division - CECM,"3,60,68,662"
26-Aug-2023 03:15 PM,16-Sep-2023 04:00 PM,18-Sep-2023 04:00 PM,"[HIRING OF SERVICES FOR SECURITY CARE TAKING AND LOSS PREVENTION SERVICES (DGR APPROVED) FOR GAIL GAS LIMITED, BENGALURU FOR 2 YEARS ] [GAILGAS/BLR/CnP/23-24/15][2023_GAILG_165678_1]",GAIL Gas Limited||GAIL Gas Ltd -Bengaluru||Contract and Procurement -Bengaluru,NA
26-Aug-2023 02:00 PM,16-Sep-2023 05:00 PM,18-Sep-2023 11:00 AM,[AOFC Laying under 4G sat] [T-002/700/2022.23/SML/PLG/AOFC Laying under 4G sat][2023_BSNL_165803_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Himachal Pradesh Telecom Circle Shimla||O/o CGMT,Shimla","1,48,12,736"
26-Aug-2023 01:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 03:00 PM,[Outsourcing of Opr and Mtce of BTS in KNL BA] [Outsourcing of Op and Mtce of BTS in KNL BA][2023_BSNL_165809_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||PGMTD Kurnool,"37,00,668"
26-Aug-2023 01:00 PM,12-Sep-2023 01:00 PM,13-Sep-2023 02:30 PM,[DE OFC/CN(TX W-Mtce)/ABK/Telecom Services and OFC Mtce/2023-24 Dated 26.08.2023] [DE OFC/CN(TX W-Mtce)/ABK/Telecom Services and OFC ][2023_BSNL_165793_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Region||GMM, WTR, Raipur","48,08,300"
26-Aug-2023 12:00 PM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,[Sulphuric Acid] [PUR/2/35/ 0918 /1125][2023_UCIL_165790_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 2 - UCIL,NA
26-Aug-2023 12:00 PM,11-Sep-2023 10:00 AM,11-Sep-2023 10:30 AM,[Selection of Consortium Partner For BSNL Centralized Mobile Billing System and Probe based IPDR] [TCIL/ITBD/BSNL/I/2023][2023_TCIL_165791_1],Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Business Development Division - TCIL,NA
26-Aug-2023 11:30 AM,16-Sep-2023 06:00 PM,18-Sep-2023 09:00 AM,[Supply installation and Commissioning of LT Distribution panels in VA and FA shop Bldg. No 3 and 4 inside Factory area at OFMK] [76026/TE-32/OFMK/EOC/VA FA LT Panel/23-24][2023_AVNL_164417_1],Armoured Vehicles Nigam Limited||Ordnance Factory Medak-Yeddumailaram,"1,04,39,894"
26-Aug-2023 10:00 AM,15-Sep-2023 03:00 PM,16-Sep-2023 03:30 PM,[Tender document for Outsourcing of Maintenance and Operations of Customer Service Centers (CSCs) in Kalyan Business Area] [T-182 /KYN/CSC Outsourcing/23-24 Dt. 19/08/23][2023_BSNL_165764_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Kalyan",0.00
26-Aug-2023 10:00 AM,12-Sep-2023 02:30 PM,13-Sep-2023 03:00 PM,[Supply of Flash Butt Welded Alloy Steel Chain] [TCF/MM/3076/23][2023_CCI_165733_1],Cement Corporation of India Limted||Tandur Cement Factory - CCI,NA
26-Aug-2023 09:00 AM,16-Sep-2023 03:00 PM,18-Sep-2023 03:30 PM,"[Repair/renovation of first floor of Akhtar Hussain Block for Atal incubation centre at CSIR-IIIM, Branch Srinagar] [W11015/3/2023-Works][2023_CSIR_165768_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||ESD-IIM - CSIR,"75,00,580"
26-Aug-2023 09:00 AM,16-Sep-2023 06:00 PM,18-Sep-2023 09:00 AM,"[Repair/renovation of first floor of Akhtar Hussain Block for Atal incubation centre at CSIR-IIIM, Branch Srinagar (Electrical Work)] [W12015/2/2023-Works][2023_CSIR_165775_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||ESD-IIM - CSIR,"24,71,111"
26-Aug-2023 09:00 AM,09-Oct-2023 02:00 PM,10-Oct-2023 03:00 PM,[Engagement of Safety Consultant Services] [NHAI/PIU-SGR/SAF-CON/2023/01][2023_NHAI_165780_1],National Highways Authority of India||RO-Jammu - NHAI,NA
25-Aug-2023 06:55 PM,09-Oct-2023 11:00 AM,10-Oct-2023 11:30 AM,[SC of 4 laning of Bar Bilara Jodhpur section on NH 112 from Km 0.000 to Km 111.000 Existing chainage in the state of Rajasthan under EPC mode] [NHAI/11011/Tenders-ROJ/SC-BBJ/][2023_NHAI_165782_1],National Highways Authority of India||RO-Jaipur - NHAI,0.00
25-Aug-2023 06:55 PM,25-Sep-2023 12:00 PM,26-Sep-2023 12:00 PM,[RFP for Emergent works Major Maintenance with overlay and Electrical works in Gwalior Shivpuri section of NH46] [NHAI/PIU-Gwl/GS/Estimates/2023][2023_NHAI_165777_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"12,59,15,971"
25-Aug-2023 06:55 PM,18-Sep-2023 03:30 PM,19-Sep-2023 03:30 PM,[Supply Installation and Commissioning of Multistage Leaching setup with Filtration system and accessories] [P/NC/342/ABHI/SM/OTE/23-24][2023_CSIR_165685_1],Council of Scientific and Industrial Research||NML-Jamshedpur - CSIR||Purchase-NML - CSIR,NA
25-Aug-2023 06:55 PM,12-Oct-2023 11:00 AM,13-Oct-2023 03:30 PM,[Construction of balance works of two number of interchanges at Jaipur Ring Road (NH 148C) from Tonk road (NH 52) to Ajmer road section (NH 48) in the state of Rajasthan on Engineering Procurement and Construction (EPC) Mode] [NHAI/Tec/Raj/Retender/Cl][2023_NHAI_165778_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"1,41,82,00,000"
25-Aug-2023 06:55 PM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,"[SITC of Addressable Fire Alarm System At Nursing College JIPMER, Puducherry.] [HITES/FM/JIPMER/FIRE23-24/1][2023_HITE_165781_1]",HITES,"15,43,408"
25-Aug-2023 06:50 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,"[Dismantling, Erection and Commissioning of 8 ATA Steam Pipe Line.] [HBL/TEN/PUB/23-24/197 ][2023_HPCLB_165779_1]",HPCL Biofuels Limited||Purchase (Patna),NA
25-Aug-2023 06:45 PM,15-Sep-2023 02:30 PM,18-Sep-2023 03:30 PM,[ 08/OT/RITES/PU-RNC/CCL/KDH Siding/PKG-II/2023-24] [08/OT/RITES/PU-RNC/CCL/KDH Siding/PKG-II/2023-24][2023_RITES_165581_1],RITES Ltd.||RPO Ranchi - RITES,"1,02,73,97,028"
25-Aug-2023 06:00 PM,15-Sep-2023 06:00 PM,18-Sep-2023 11:00 AM,"[Miscellaneous Civil Works in AAI Residential Colony at RHQ, NER, Guwahati 2023 24] [AAIRHQNER/ENG/MisCiv/GHY/2324][2023_AAI_165434_1]",Airports Authority of India||North East Region - AAI||RHQ-NER - AAI||ENGG CIVIL-NER - AAI,"37,86,000"
25-Aug-2023 06:00 PM,14-Sep-2023 01:00 PM,15-Sep-2023 01:00 PM,[4G BackhaulOFC Laying Route 4 Section-5] [-403983 VSK BA-28/11(11)/ 7/2023-CM PROJECT-II VM][2023_BSNL_165740_5],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"22,05,000"
25-Aug-2023 06:00 PM,13-Sep-2023 02:00 PM,14-Sep-2023 02:00 PM,[SUPPLY INSTALLATION TESTING COMMISSIONING ] [GAIL/GTI NOIDA/CNP/FNS/FL-18/2023-24][2023_GAIL_165742_1],GAIL (India) Limited||GAIL India Limited GTI-Noida,NA
25-Aug-2023 06:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[TYRE TUBE AND FLAP] [3/PE230433/8][2023_UCIL_165722_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
25-Aug-2023 06:00 PM,15-Sep-2023 06:00 PM,18-Sep-2023 10:00 AM,[PUR/CF/016/23 software Life Cycle Assessment Tool.] [PUR/CF/016/23][2023_CSIR_165756_1],Council of Scientific and Industrial Research||NIIST-Thiruvanthapuram - CSIR||Purchase-NIIST - CSIR,NA
25-Aug-2023 06:00 PM,14-Sep-2023 01:00 PM,15-Sep-2023 01:00 PM,[4G BackhaulOFC Laying Route 4 Section-4] [-403983 VSK BA-28/11(11)/ 7/2023-CM PROJECT-II VM][2023_BSNL_165740_4],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"40,10,000"
25-Aug-2023 06:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 03:00 PM,[Piston Ring Set] [3/PE230438/8][2023_UCIL_165731_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 3 - UCIL,NA
25-Aug-2023 06:00 PM,22-Sep-2023 12:00 PM,25-Sep-2023 12:30 PM,"[SURVEY, DESIGN, SUPPLY, ERECTION, TESTING and COMMISSIONING WORKS FOR REPLACEMENT OF EXISTING ACSR LARK_PANTHER CONDUCTOR IN RESPECT OF 132KV S C and D C TRANSMISSION LINES OF DVC AND ACSR ZEBRA CONDUCTOR OF 220 KV D C TRANSMISSION LINE WITH HTLSCOND] [DVC/T/HQ/SPE/CMM/WS/00060/Cap][2023_DVC_165751_1]",Damodar Valley Corporation||HQ Kolkata - DVC||C and M,"1,85,87,67,109"
25-Aug-2023 06:00 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:00 PM,"[Interior fit out works including allied Civil and Electrical works of Tower II, IRCON International Tower, Sector 32, Gurugram] [IRCON/SEC 32/CIVIL/T2/INT FIN/01/2023][2023_IRCON_165754_1]","IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Northern Region, Delhi - IRCON","2,75,01,874"
25-Aug-2023 06:00 PM,11-Sep-2023 06:00 PM,12-Sep-2023 06:00 PM,[Fan Pad Cooling System Poly House 8/79/23-P] [Fan Pad Cooling System Poly House][2023_CSIR_165763_1],Council of Scientific and Industrial Research||NBRI-LUcknow - CSIR||Purchase-NBRI - CSIR,NA
25-Aug-2023 06:00 PM,14-Sep-2023 01:00 PM,15-Sep-2023 01:00 PM,[4G BackhaulOFC Laying Route 4 Section-3] [-403983 VSK BA-28/11(11)/ 7/2023-CM PROJECT-II VM][2023_BSNL_165740_3],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"40,10,000"
25-Aug-2023 06:00 PM,14-Sep-2023 01:00 PM,15-Sep-2023 01:00 PM,[4G BackhaulOFC Laying Route 4 Section-2] [-403983 VSK BA-28/11(11)/ 7/2023-CM PROJECT-II VM][2023_BSNL_165740_2],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"40,10,000"
25-Aug-2023 06:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF PREPRINTED HIGH QUALITY FOOD GRADE POLYPROPYLENE BAGS (SACKS) WITH LINER OF 50 KG NET CAPACITY FOR SUGAR PACKING ] [HBL/TEN/PUB/23-24/196][2023_HPCLB_165748_1],HPCL Biofuels Limited||Purchase (Patna),NA
25-Aug-2023 06:00 PM,14-Sep-2023 01:00 PM,15-Sep-2023 01:00 PM,[4G BackhaulOFC Laying Route 4 Section-6] [-403983 VSK BA-28/11(11)/ 7/2023-CM PROJECT-II VM][2023_BSNL_165740_6],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"24,50,000"
25-Aug-2023 06:00 PM,14-Sep-2023 01:00 PM,15-Sep-2023 01:00 PM,[4G BackhaulOFC Laying Route 4 Section-5] [-403983 VSK BA-28/11(11)/ 7/2023-CM PROJECT-II VM][2023_BSNL_165740_5],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,"22,05,000"
